CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment,rf_score
13808,6,76,1747.66,5,4,4,Loyal Customers,54
13809,305,12,155.05,1,1,1,Lost Customers,11
13810,29,36,899.51,4,3,3,Others,43
13811,184,14,591.75,1,1,3,Lost Customers,11
13812,42,36,539.0,3,3,3,Others,33
13813,40,71,1353.41,3,4,4,Others,34
13814,56,58,1562.12,3,3,4,Others,33
13815,22,177,4014.91,4,5,5,Loyal Customers,45
13816,24,33,555.04,4,3,3,Others,43
13817,29,24,382.98,4,2,2,New Customers,42
13819,302,36,1140.35,1,3,4,Others,13
13821,145,59,385.64,2,4,2,At Risk,24
13822,6,96,632.0,5,4,3,Loyal Customers,54
13823,19,40,957.66,4,3,4,Others,43
13824,33,46,1698.94,3,3,4,Others,33
13826,158,12,174.65,2,1,1,Lost Customers,21
13827,58,93,412.05,3,4,2,Others,34
13828,22,15,209.49,4,2,1,New Customers,42
13829,359,1,-102.0,1,1,1,Lost Customers,11
13831,16,74,2202.99,4,4,5,Loyal Customers,44
13832,18,4,40.949999999999996,4,1,1,New Customers,41
13833,159,29,384.8,2,2,2,Lost Customers,22
13835,25,55,834.57,4,3,3,Others,43
13837,212,19,271.24,1,2,2,Lost Customers,12
13838,6,174,691.73,5,5,3,Champions,55
13841,253,1,85.0,1,1,1,Lost Customers,11
13842,59,206,3385.62,3,5,5,Others,35
13844,11,20,361.62,5,2,2,New Customers,52
13845,65,9,312.98,3,1,2,Others,31
13846,25,58,847.61,4,3,3,Others,43
13848,92,5,1255.0,2,1,4,Lost Customers,21
13849,52,101,1537.95,3,4,4,Others,34
13850,88,94,1586.81,2,4,4,At Risk,24
13851,96,81,2651.46,2,4,5,At Risk,24
13853,9,24,1056.94,5,2,4,New Customers,52
13854,9,114,8025.0199999999995,5,4,5,Loyal Customers,54
13856,169,17,363.4,2,2,2,Lost Customers,22
13858,57,11,216.17,3,1,1,Others,31
13859,326,28,201.16,1,2,1,Lost Customers,12
13860,1,77,1240.0,5,4,4,Loyal Customers,54
13862,18,142,2187.31,4,5,5,Loyal Customers,45
13863,245,22,299.56,1,2,2,Lost Customers,12
13865,58,30,501.56,3,3,3,Others,33
13866,74,7,145.67000000000002,2,1,1,Lost Customers,21
13867,31,61,1015.29,4,4,4,Loyal Customers,44
13868,7,33,3192.54,5,3,5,Others,53
13869,123,307,3104.95,2,5,5,At Risk,25
13870,2,118,2751.25,5,4,5,Loyal Customers,54
13871,23,338,6389.8,4,5,5,Loyal Customers,45
13873,120,24,381.7,2,2,2,Lost Customers,22
13874,358,18,540.45,1,2,3,Lost Customers,12
13875,54,104,1786.79,3,4,4,Others,34
13876,64,7,122.7,3,1,1,Others,31
13877,86,3,117.24,2,1,1,Lost Customers,21
13878,55,36,1281.53,3,3,4,Others,33
13880,21,165,3219.77,4,5,5,Loyal Customers,45
13881,4,180,16989.52,5,5,5,Champions,55
13882,3,66,1131.28,5,4,4,Loyal Customers,54
13883,1,155,2538.75,5,5,5,Champions,55
13884,7,60,781.3000000000001,5,4,3,Loyal Customers,54
13885,189,28,506.8,1,2,3,Lost Customers,12
13886,71,16,243.56,3,2,2,Others,32
13887,204,19,349.55,1,2,2,Lost Customers,12
13888,120,40,605.63,2,3,3,Others,23
13889,93,15,416.90000000000003,2,2,2,Lost Customers,22
13890,1,114,1860.8600000000001,5,4,4,Loyal Customers,54
13892,27,27,632.97,4,2,3,New Customers,42
13893,298,21,821.1,1,2,3,Lost Customers,12
13894,22,30,535.97,4,3,3,Others,43
13895,21,119,2588.12,4,4,5,Loyal Customers,44
13897,50,17,311.16,3,2,2,Others,32
13898,326,12,155.93,1,1,1,Lost Customers,11
13899,16,19,388.52,4,2,2,New Customers,42
13900,183,43,740.95,1,3,3,Others,13
13901,72,149,2867.2,2,5,5,At Risk,25
13904,37,26,332.64,3,2,2,Others,32
13908,80,126,2347.05,2,5,5,At Risk,25
13911,57,148,2580.91,3,5,5,Others,35
13914,4,34,613.95,5,3,3,Others,53
13917,50,18,272.04,3,2,2,Others,32
13918,50,30,1212.8400000000001,3,3,4,Others,33
13919,53,33,350.15999999999997,3,3,2,Others,33
13922,352,7,172.25,1,1,1,Lost Customers,11
13923,54,20,351.13,3,2,2,Others,32
13924,2,137,1682.08,5,5,4,Champions,55
13925,36,45,616.65,3,3,3,Others,33
13926,23,11,223.85000000000002,4,1,1,New Customers,41
13927,75,21,348.99,2,2,2,Lost Customers,22
13928,11,27,464.57,5,2,2,New Customers,52
13929,169,10,802.85,2,1,3,Lost Customers,21
13930,58,17,337.34,3,2,2,Others,32
13931,86,59,1230.93,2,4,4,At Risk,24
13932,295,16,307.4,1,2,2,Lost Customers,12
13933,109,23,608.7900000000001,2,2,3,Lost Customers,22
13934,264,31,922.1,1,3,4,Others,13
13936,171,27,361.28,2,2,2,Lost Customers,22
13937,169,9,158.85,2,1,1,Lost Customers,21
13938,35,7,71.66,3,1,1,Others,31
13939,23,46,556.75,4,3,3,Others,43
13940,17,49,839.14,4,3,3,Others,43
13941,22,47,4912.41,4,3,5,Others,43
13946,79,11,561.5699999999999,2,1,3,Lost Customers,21
13947,65,5,90.6,3,1,1,Others,31
13948,361,3,102.0,1,1,1,Lost Customers,11
13949,3,160,2427.32,5,5,5,Champions,55
13950,11,36,728.56,5,3,3,Others,53
13951,176,39,674.45,2,3,3,Others,23
13952,211,138,3246.091,1,5,5,At Risk,15
13953,7,20,3515.68,5,2,5,New Customers,52
13954,2,30,378.59,5,3,2,Others,53
13955,154,33,322.96,2,3,2,Others,23
13956,5,152,1026.42,5,5,4,Champions,55
13958,372,5,-102.45,1,1,1,Lost Customers,11
13959,79,92,598.2,2,4,3,At Risk,24
13960,21,12,230.22,4,1,1,New Customers,41
13962,22,11,169.55,4,1,1,New Customers,41
13963,308,35,664.54,1,3,3,Others,13
13967,146,2,80.7,2,1,1,Lost Customers,21
13969,7,633,8986.69,5,5,5,Champions,55
13971,9,158,2702.2200000000003,5,5,5,Champions,55
13972,71,15,190.25,3,2,1,Others,32
13973,287,11,264.7,1,1,2,Lost Customers,11
13974,49,28,413.59000000000003,3,2,2,Others,32
13975,31,340,2503.23,4,5,5,Loyal Customers,45
13976,207,10,357.98,1,1,2,Lost Customers,11
13978,15,15,196.79000000000002,4,2,1,New Customers,42
13979,73,54,869.87,2,3,3,Others,23
13980,60,11,200.14,3,1,1,Others,31
13982,39,115,1861.11,3,4,4,Others,34
13983,30,112,2590.46,4,4,5,Loyal Customers,44
13984,27,17,488.03,4,2,3,New Customers,42
13985,4,353,7024.53,5,5,5,Champions,55
13986,17,13,320.46,4,1,2,New Customers,41
13988,20,239,4098.8,4,5,5,Loyal Customers,45
13989,66,41,1266.08,3,3,4,Others,33
13990,213,16,311.3,1,2,2,Lost Customers,12
13991,12,86,850.63,4,4,3,Loyal Customers,44
13992,30,5,76.8,4,1,1,New Customers,41
13993,32,125,3409.66,4,5,5,Loyal Customers,45
13994,4,155,2313.14,5,5,5,Champions,55
13995,15,87,1383.49,4,4,4,Loyal Customers,44
13999,10,212,3865.26,5,5,5,Champions,55
14000,206,16,633.71,1,2,3,Lost Customers,12
14001,46,40,2030.3300000000002,3,3,5,Others,33
14002,134,47,529.73,2,3,3,Others,23
14004,43,171,4582.64,3,5,5,Others,35
14005,10,84,2874.72,5,4,5,Loyal Customers,54
14006,116,30,962.19,2,3,4,Others,23
14009,198,44,685.9300000000001,1,3,3,Others,13
14012,278,11,328.8,1,1,2,Lost Customers,11
14013,110,34,473.02,2,3,3,Others,23
14014,77,39,505.18,2,3,3,Others,23
14015,53,20,917.34,3,2,4,Others,32
14016,154,162,4328.46,2,5,5,At Risk,25
14019,47,68,1398.96,3,4,4,Others,34
14020,17,39,642.8,4,3,3,Others,43
14021,155,22,631.9,2,2,3,Lost Customers,22
14022,225,28,440.0,1,2,2,Lost Customers,12
14023,7,31,584.07,5,3,3,Others,53
14024,122,16,327.7,2,2,2,Lost Customers,22
14027,61,6,104.82,3,1,1,Others,31
14029,63,15,467.66,3,2,3,Others,32
14030,18,243,2360.09,4,5,5,Loyal Customers,45
14031,7,258,14634.640000000001,5,5,5,Champions,55
14032,2,152,2929.84,5,5,5,Champions,55
14034,22,92,512.02,4,4,3,Loyal Customers,44
14035,29,66,1428.02,4,4,4,Loyal Customers,44
14036,285,38,626.65,1,3,3,Others,13
14037,176,28,147.20000000000002,2,2,1,Lost Customers,22
14038,78,93,1554.48,2,4,4,At Risk,24
14039,33,6,152.2,3,1,1,Others,31
14040,41,241,3542.19,3,5,5,Others,35
14041,266,21,141.41,1,2,1,Lost Customers,12
14044,27,209,652.82,4,5,3,Loyal Customers,45
14045,109,6,1659.75,2,1,4,Lost Customers,21
14046,284,14,154.99,1,1,1,Lost Customers,11
14047,9,34,1290.01,5,3,4,Others,53
14048,277,88,375.13,1,4,2,At Risk,14
14049,17,505,5639.15,4,5,5,Loyal Customers,45
14050,32,54,746.36,4,3,3,Others,43
14051,1,215,15477.34,5,5,5,Champions,55
14052,20,56,225.36,4,3,1,Others,43
14053,124,4,260.25,2,1,2,Lost Customers,21
14054,65,6,92.46,3,1,1,Others,31
14055,106,10,725.6400000000001,2,1,3,Lost Customers,21
14056,1,1128,8124.4,5,5,5,Champions,55
14057,24,291,6147.4,4,5,5,Loyal Customers,45
14059,267,8,183.6,1,1,1,Lost Customers,11
14060,5,203,6135.38,5,5,5,Champions,55
14062,10,111,10464.85,5,4,5,Loyal Customers,54
14064,29,82,1188.32,4,4,4,Loyal Customers,44
14066,267,7,152.55,1,1,1,Lost Customers,11
14067,64,52,374.7,3,3,2,Others,33
14068,320,24,265.85,1,2,2,Lost Customers,12
14071,4,333,1307.41,5,5,4,Champions,55
14073,21,14,139.54,4,1,1,New Customers,41
14075,5,43,942.26,5,3,4,Others,53
14076,129,46,122.47,2,3,1,Others,23
14077,41,42,499.41999999999996,3,3,3,Others,33
14078,102,65,1049.37,2,4,4,At Risk,24
14079,125,12,375.1,2,1,2,Lost Customers,21
14080,33,4,45.599999999999994,3,1,1,Others,31
14081,267,156,904.67,1,5,3,At Risk,15
14082,365,29,182.25,1,2,1,Lost Customers,12
14083,4,181,1018.43,5,5,4,Champions,55
14085,2,451,4435.79,5,5,5,Champions,55
14087,3,70,181.67,5,4,1,Loyal Customers,54
14088,10,590,50415.49,5,5,5,Champions,55
14089,57,14,161.0,3,1,1,Others,31
14090,325,1,76.32000000000001,1,1,1,Lost Customers,11
14092,8,217,4063.1,5,5,5,Champions,55
14093,12,105,442.85,4,4,2,Loyal Customers,44
14096,4,5128,57120.909999999996,5,5,5,Champions,55
14098,37,21,147.35,3,2,1,Others,32
14099,16,252,3092.9700000000003,4,5,5,Loyal Customers,45
14100,138,26,194.9,2,2,1,Lost Customers,22
14101,74,35,5976.79,2,3,5,Others,23
14102,5,84,1314.73,5,4,4,Loyal Customers,54
14104,155,21,216.20999999999998,2,2,1,Lost Customers,22
14105,85,76,1260.33,2,4,4,At Risk,24
14107,52,124,2688.48,3,4,5,Others,34
14108,31,35,594.16,4,3,3,Others,43
14109,23,14,80.2,4,1,1,New Customers,41
14110,4,157,5669.65,5,5,5,Champions,55
14111,14,11,688.6,4,1,3,New Customers,41
14112,23,173,2774.17,4,5,5,Loyal Customers,45
14113,4,40,1377.92,5,3,4,Others,53
14114,274,15,386.53,1,2,2,Lost Customers,12
14116,20,72,1382.74,4,4,4,Loyal Customers,44
14117,144,3,90.0,2,1,1,Lost Customers,21
14119,354,1,-19.9,1,1,1,Lost Customers,11
14121,4,161,2740.3,5,5,5,Champions,55
14124,84,5,419.58000000000004,2,1,2,Lost Customers,21
14125,11,167,2740.43,5,5,5,Champions,55
14126,8,16,643.6300000000001,5,2,3,New Customers,52
14127,123,44,709.71,2,3,3,Others,23
14128,61,46,637.5,3,3,3,Others,33
14129,2,52,1123.8600000000001,5,3,4,Others,53
14130,319,67,483.86,1,4,3,At Risk,14
14132,2,201,3580.13,5,5,5,Champions,55
14133,130,30,590.3399999999999,2,3,3,Others,23
14135,2,134,4690.31,5,5,5,Champions,55
14138,2,47,982.3800000000001,5,3,4,Others,53
14139,46,26,415.82,3,2,2,Others,32
14140,4,67,920.05,5,4,4,Loyal Customers,54
14141,3,46,879.0300000000001,5,3,3,Others,53
14142,373,22,311.81,1,2,2,Lost Customers,12
14143,134,7,115.8,2,1,1,Lost Customers,21
14145,47,12,3148.2,3,1,5,Others,31
14146,9,245,2949.57,5,5,5,Champions,55
14147,49,6,468.4,3,1,3,Others,31
14148,234,3,157.2,1,1,1,Lost Customers,11
14149,213,40,259.43,1,3,2,Others,13
14150,36,26,658.64,3,2,3,Others,32
14152,75,50,611.09,2,3,3,Others,23
14154,239,52,1345.62,1,3,4,Others,13
14155,266,6,118.75,1,1,1,Lost Customers,11
14156,10,1420,113384.14,5,5,5,Champions,55
14157,20,49,400.43,4,3,2,Others,43
14158,40,41,507.66,3,3,3,Others,33
14159,20,1212,4678.3,4,5,5,Loyal Customers,45
14161,216,108,1110.52,1,4,4,At Risk,14
14162,174,25,289.36,2,2,2,Lost Customers,22
14163,87,52,2445.91,2,3,5,Others,23
14164,71,29,1631.77,3,2,4,Others,32
14165,276,25,122.53999999999999,1,2,1,Lost Customers,12
14167,39,52,574.84,3,3,3,Others,33
14171,98,58,363.79,2,3,2,Others,23
14173,11,29,450.84,5,2,2,New Customers,52
14174,33,26,134.46,3,2,1,Others,32
14175,51,164,3108.06,3,5,5,Others,35
14176,297,32,574.0,1,3,3,Others,13
14177,85,43,554.46,2,3,3,Others,23
14178,9,327,1620.93,5,5,4,Champions,55
14179,41,165,719.78,3,5,3,Others,35
14180,11,248,4640.77,5,5,5,Champions,55
14184,67,24,452.89,3,2,2,Others,32
14185,331,3,197.65,1,1,1,Lost Customers,11
14188,9,71,2018.91,5,4,5,Loyal Customers,54
14189,2,277,4604.31,5,5,5,Champions,55
14191,2,263,4660.01,5,5,5,Champions,55
14193,68,42,853.39,3,3,3,Others,33
14194,5,604,11216.75,5,5,5,Champions,55
14195,202,8,962.7,1,1,4,Lost Customers,11
14196,107,6,335.52,2,1,2,Lost Customers,21
14198,4,44,663.5,5,3,3,Others,53
14199,218,2,185.39999999999998,1,1,1,Lost Customers,11
14201,60,39,688.04,3,3,3,Others,33
14204,2,44,161.03,5,3,1,Others,53
14205,11,39,218.78,5,3,1,Others,53
14206,239,21,308.26,1,2,2,Lost Customers,12
14208,95,10,151.74,2,1,1,Lost Customers,21
14209,11,88,2067.13,5,4,5,Loyal Customers,54
14210,91,103,1900.89,2,4,4,At Risk,24
14211,53,118,2208.3,3,4,5,Others,34
14212,90,9,1070.48,2,1,4,Lost Customers,21
14213,372,5,-1192.2,1,1,1,Lost Customers,11
14214,31,70,1000.23,4,4,4,Loyal Customers,44
14215,12,109,1777.92,4,4,4,Loyal Customers,44
14216,3,59,1839.3,5,4,4,Loyal Customers,54
14217,2,107,1925.3600000000001,5,4,4,Loyal Customers,54
14218,43,12,169.48000000000002,3,1,1,Others,31
14219,4,7,89.94,5,1,1,New Customers,51
14220,247,21,632.4,1,2,3,Lost Customers,12
14221,42,194,3427.85,3,5,5,Others,35
14222,177,41,683.17,2,3,3,Others,23
14223,92,61,975.23,2,4,4,At Risk,24
14224,110,118,1050.12,2,4,4,At Risk,24
14226,29,73,2201.64,4,4,5,Loyal Customers,44
14227,26,183,3315.71,4,5,5,Loyal Customers,45
14229,52,43,1450.6,3,3,4,Others,33
14231,179,54,822.0600000000001,1,3,3,Others,13
14232,32,118,2043.93,4,4,5,Loyal Customers,44
14233,44,36,1447.51,3,3,4,Others,33
14234,22,159,775.46,4,5,3,Loyal Customers,45
14235,10,80,3093.86,5,4,5,Loyal Customers,54
14236,81,15,490.86,2,2,3,Lost Customers,22
14237,373,9,161.0,1,1,1,Lost Customers,11
14238,326,8,146.85,1,1,1,Lost Customers,11
14239,43,116,2323.5,3,4,5,Others,34
14240,30,42,890.34,4,3,3,Others,43
14241,184,10,213.70000000000002,1,1,1,Lost Customers,11
14242,235,16,280.55,1,2,2,Lost Customers,12
14243,9,148,2535.88,5,5,5,Champions,55
14245,176,112,1677.48,2,4,4,At Risk,24
14246,111,75,1474.06,2,4,4,At Risk,24
14247,278,20,136.76999999999998,1,2,1,Lost Customers,12
14248,318,8,302.58,1,1,2,Lost Customers,11
14250,7,111,1904.05,5,4,4,Loyal Customers,54
14251,2,78,2879.7000000000003,5,4,5,Loyal Customers,54
14256,254,54,935.0600000000001,1,3,4,Others,13
14257,51,107,3087.27,3,4,5,Others,34
14258,9,112,12650.08,5,4,5,Loyal Customers,54
14259,142,5,120.0,2,1,1,Lost Customers,21
14261,51,52,1163.45,3,3,4,Others,33
14262,8,143,2618.23,5,5,5,Champions,55
14264,155,19,319.47,2,2,2,Lost Customers,22
14265,109,31,530.18,2,3,3,Others,23
14267,151,66,1279.09,2,4,4,At Risk,24
14270,332,29,492.65000000000003,1,2,3,Lost Customers,12
14271,226,10,112.32,1,1,1,Lost Customers,11
14272,74,33,437.96,2,3,2,Others,23
14273,51,29,559.97,3,2,3,Others,32
14276,88,75,1019.39,2,4,4,At Risk,24
14277,15,228,3957.0,4,5,5,Loyal Customers,45
14280,197,8,134.04,1,1,1,Lost Customers,11
14282,3,156,3729.34,5,5,5,Champions,55
14284,31,34,578.45,4,3,3,Others,43
14285,21,27,1910.01,4,2,4,New Customers,42
14286,24,285,4595.81,4,5,5,Loyal Customers,45
14287,8,11,151.23000000000002,5,1,1,New Customers,51
14288,212,17,413.85,1,2,2,Lost Customers,12
14289,9,47,911.26,5,3,4,Others,53
14290,11,103,2307.4500000000003,5,4,5,Loyal Customers,54
14291,2,238,3873.3,5,5,5,Champions,55
14292,8,108,4819.33,5,4,5,Loyal Customers,54
14293,3,61,1046.56,5,4,4,Loyal Customers,54
14295,40,7,154.70000000000002,3,1,1,Others,31
14297,18,64,1284.06,4,4,4,Loyal Customers,44
14298,3,1640,50862.44,5,5,5,Champions,55
14299,8,162,2855.35,5,5,5,Champions,55
14300,19,3,43.2,4,1,1,New Customers,41
14301,108,16,632.04,2,2,3,Lost Customers,22
14304,223,27,197.1,1,2,1,Lost Customers,12
14305,71,110,1803.76,3,4,4,Others,34
14306,51,35,2083.42,3,3,5,Others,33
14307,89,180,2995.72,2,5,5,At Risk,25
14309,8,123,2319.68,5,4,5,Loyal Customers,54
14311,225,27,229.71,1,2,1,Lost Customers,12
14312,47,87,1611.59,3,4,4,Others,34
14314,107,8,120.0,2,1,1,Lost Customers,21
14315,21,104,2456.98,4,4,5,Loyal Customers,44
14317,65,24,508.58000000000004,3,2,3,Others,32
14320,207,42,343.11,1,3,2,Others,13
14321,11,123,1530.75,5,4,4,Loyal Customers,54
14323,115,41,574.26,2,3,3,Others,23
14326,235,9,166.85,1,1,1,Lost Customers,11
14327,163,12,311.65,2,1,2,Lost Customers,21
14329,9,269,4928.74,5,5,5,Champions,55
14331,124,28,462.65999999999997,2,2,2,Lost Customers,22
14332,23,26,866.31,4,2,3,New Customers,42
14333,64,19,351.45,3,2,2,Others,32
14334,17,163,2539.46,4,5,5,Loyal Customers,45
14335,16,63,468.26,4,4,3,Loyal Customers,44
14336,17,90,1614.91,4,4,4,Loyal Customers,44
14338,158,34,554.22,2,3,3,Others,23
14339,235,18,289.90999999999997,1,2,2,Lost Customers,12
14340,219,6,134.7,1,1,1,Lost Customers,11
14341,45,130,2166.38,3,5,5,Others,35
14342,21,24,607.71,4,2,3,New Customers,42
14344,127,71,889.9300000000001,2,4,3,At Risk,24
14345,39,6,108.97999999999999,3,1,1,Others,31
14346,121,60,1021.58,2,4,4,At Risk,24
14348,260,18,409.57,1,2,2,Lost Customers,12
14349,10,31,133.5,5,3,1,Others,53
14350,271,21,258.7,1,2,2,Lost Customers,12
14351,165,1,51.0,2,1,1,Lost Customers,21
14352,157,47,1078.96,2,3,4,Others,23
14353,215,6,90.6,1,1,1,Lost Customers,11
14354,6,9,163.62,5,1,1,New Customers,51
14355,366,11,174.4,1,1,1,Lost Customers,11
14356,60,38,666.9399999999999,3,3,3,Others,33
14357,43,41,225.77,3,3,1,Others,33
14359,19,58,882.58,4,3,3,Others,43
14360,32,118,2128.23,4,4,5,Loyal Customers,44
14362,22,41,161.2,4,3,1,Others,43
14364,109,69,3717.35,2,4,5,At Risk,24
14367,8,533,9167.82,5,5,5,Champions,55
14368,320,8,155.0,1,1,1,Lost Customers,11
14371,295,4,100.5,1,1,1,Lost Customers,11
14373,358,4,76.55,1,1,1,Lost Customers,11
14375,185,75,257.68,1,4,2,At Risk,14
14377,191,11,617.05,1,1,3,Lost Customers,11
14379,44,46,348.1,3,3,2,Others,33
14381,52,56,202.68,3,3,1,Others,33
14382,26,131,626.0699999999999,4,5,3,Loyal Customers,45
14383,38,59,1247.69,3,4,4,Others,34
14385,9,14,202.11,5,1,1,New Customers,51
14386,297,7,142.4,1,1,1,Lost Customers,11
14387,33,140,1770.56,3,5,4,Others,35
14388,9,191,3172.04,5,5,5,Champions,55
14389,9,62,999.72,5,4,4,Loyal Customers,54
14390,10,291,4592.47,5,5,5,Champions,55
14393,218,5,67.95,1,1,1,Lost Customers,11
14395,2,353,3471.91,5,5,5,Champions,55
14396,65,73,487.99,3,4,3,Others,34
14397,1,95,2556.68,5,4,5,Loyal Customers,54
14400,141,26,559.7,2,2,3,Lost Customers,22
14401,4,183,4039.98,5,5,5,Champions,55
14403,130,26,1426.31,2,2,4,Lost Customers,22
14404,34,104,1434.72,3,4,4,Others,34
14406,119,8,156.75,2,1,1,Lost Customers,21
14407,107,76,2111.08,2,4,5,At Risk,24
14408,11,107,2606.53,5,4,5,Loyal Customers,54
14409,71,55,1908.25,3,3,4,Others,33
14410,16,287,576.3,4,5,3,Loyal Customers,45
14411,311,14,1063.0,1,1,4,Lost Customers,11
14412,35,45,761.3299999999999,3,3,3,Others,33
14413,362,23,122.7,1,2,1,Lost Customers,12
14414,92,98,1485.1299999999999,2,4,4,At Risk,24
14415,1,612,5811.56,5,5,5,Champions,55
14416,22,14,490.22,4,1,3,New Customers,41
14418,4,124,1937.25,5,4,4,Loyal Customers,54
14419,11,206,1058.06,5,5,4,Champions,55
14420,85,30,385.87,2,3,2,Others,23
14421,57,27,813.11,3,2,3,Others,32
14422,1,222,4263.64,5,5,5,Champions,55
14423,218,3,265.2,1,1,2,Lost Customers,11
14424,18,1,322.08,4,1,2,New Customers,41
14426,19,264,3918.9,4,5,5,Loyal Customers,45
14427,50,17,363.34000000000003,3,2,2,Others,32
14428,7,148,1230.14,5,5,4,Champions,55
14431,299,22,397.76,1,2,2,Lost Customers,12
14432,10,382,2255.51,5,5,5,Champions,55
14434,22,12,1372.8,4,1,4,New Customers,41
14436,99,9,89.06,2,1,1,Lost Customers,21
14437,143,6,-43.400000000000006,2,1,1,Lost Customers,21
14438,306,9,131.9,1,1,1,Lost Customers,11
14439,320,32,2661.24,1,3,5,Others,13
14440,8,55,2357.6800000000003,5,3,5,Others,53
14441,1,59,1545.14,5,4,4,Loyal Customers,54
14442,2,68,1544.62,5,4,4,Loyal Customers,54
14443,54,98,1400.88,3,4,4,Others,34
14446,1,293,1039.58,5,5,4,Champions,55
14447,19,70,1163.23,4,4,4,Loyal Customers,44
14448,9,20,375.35,5,2,2,New Customers,52
14449,19,258,907.1,4,5,3,Loyal Customers,45
14450,181,40,483.25,1,3,3,Others,13
14451,60,109,662.59,3,4,3,Others,34
14452,11,62,264.44,5,4,2,Loyal Customers,54
14453,190,22,119.93,1,2,1,Lost Customers,12
14456,5,977,3047.63,5,5,5,Champions,55
14457,311,4,113.64,1,1,1,Lost Customers,11
14459,155,37,1837.92,2,3,4,Others,23
14460,110,17,383.34,2,2,2,Lost Customers,22
14461,148,180,2103.06,2,5,5,At Risk,25
14462,64,246,1965.9,3,5,4,Others,35
14463,98,6,529.62,2,1,3,Lost Customers,21
14465,247,130,1058.6200000000001,1,5,4,At Risk,15
14466,29,72,2272.4,4,4,5,Loyal Customers,44
14467,18,90,598.76,4,4,3,Loyal Customers,44
14470,12,43,461.19,4,3,2,Others,43
14472,104,281,1936.84,2,5,4,At Risk,25
14473,74,7,234.34000000000003,2,1,1,Lost Customers,21
14474,43,30,537.71,3,3,3,Others,33
14475,72,47,799.82,2,3,3,Others,23
14476,257,19,215.7,1,2,1,Lost Customers,12
14477,20,11,1307.81,4,1,4,New Customers,41
14479,254,18,316.25,1,2,2,Lost Customers,12
14480,11,13,279.05,5,1,2,New Customers,51
14481,165,30,636.51,2,3,3,Others,23
14482,18,144,2068.15,4,5,5,Loyal Customers,45
14483,150,10,129.2,2,1,1,Lost Customers,21
14484,50,14,321.92,3,1,2,Others,31
14485,39,47,165.75,3,3,1,Others,33
14487,27,145,1183.58,4,5,4,Loyal Customers,45
14488,51,49,1047.43,3,3,4,Others,33
14489,207,30,463.38,1,3,2,Others,13
14491,175,17,340.93,2,2,2,Lost Customers,22
14493,7,123,2362.84,5,4,5,Loyal Customers,54
14494,26,7,139.56,4,1,1,New Customers,41
14495,51,6,123.8,3,1,1,Others,31
14496,312,19,538.8100000000001,1,2,3,Lost Customers,12
14497,301,31,457.47,1,3,2,Others,13
14498,43,193,1957.32,3,5,4,Others,35
14499,26,194,815.32,4,5,3,Loyal Customers,45
14500,88,7,356.85,2,1,2,Lost Customers,21
14501,64,12,190.31,3,1,1,Others,31
14502,20,631,2351.02,4,5,5,Loyal Customers,45
14503,3,164,3543.26,5,5,5,Champions,55
14504,47,107,673.26,3,4,3,Others,34
14505,17,803,5818.7,4,5,5,Loyal Customers,45
14506,17,316,2012.17,4,5,5,Loyal Customers,45
14507,24,98,1368.18,4,4,4,Loyal Customers,44
14508,22,57,276.42,4,3,2,Others,43
14511,11,71,1267.4099999999999,5,4,4,Loyal Customers,54
14512,188,23,275.28,1,2,2,Lost Customers,12
14513,101,18,438.49,2,2,2,Lost Customers,22
14514,61,73,1055.35,3,4,4,Others,34
14515,18,101,2102.09,4,4,5,Loyal Customers,44
14517,33,18,330.45,3,2,2,Others,32
14518,64,16,174.37,3,2,1,Others,32
14520,2,4,270.6,5,1,2,New Customers,51
14522,24,17,974.54,4,2,4,New Customers,42
14523,108,12,241.09,2,1,2,Lost Customers,21
14524,32,203,1867.68,4,5,4,Loyal Customers,45
14525,9,298,4221.37,5,5,5,Champions,55
14527,3,1011,7711.38,5,5,5,Champions,55
14528,37,18,364.21999999999997,3,2,2,Others,32
14529,60,229,620.04,3,5,3,Others,35
14530,26,216,2925.91,4,5,5,Loyal Customers,45
14532,236,64,932.85,1,4,4,At Risk,14
14533,25,65,1812.6200000000001,4,4,4,Loyal Customers,44
14534,3,558,4075.35,5,5,5,Champions,55
14535,59,333,2841.09,3,5,5,Others,35
14536,260,19,171.8,1,2,1,Lost Customers,12
14537,58,10,355.56,3,1,2,Others,31
14538,65,19,388.25,3,2,2,Others,32
14539,16,32,537.48,4,3,3,Others,43
14540,10,76,996.26,5,4,4,Loyal Customers,54
14541,59,111,1461.65,3,4,4,Others,34
14542,186,5,103.25,1,1,1,Lost Customers,11
14543,4,107,2916.17,5,4,5,Loyal Customers,54
14544,24,114,2024.45,4,4,5,Loyal Customers,44
14546,4,417,2487.02,5,5,5,Champions,55
14547,4,367,3986.7400000000002,5,5,5,Champions,55
14548,151,4,652.8,2,1,3,Lost Customers,21
14549,311,56,289.24,1,3,2,Others,13
14550,11,48,765.62,5,3,3,Others,53
14551,18,10,186.23,4,1,1,New Customers,41
14552,152,58,165.07,2,3,1,Others,23
14553,19,113,859.27,4,4,3,Loyal Customers,44
14554,10,216,2381.04,5,5,5,Champions,55
14555,57,21,324.14,3,2,2,Others,32
14557,64,32,0.0,3,3,1,Others,33
14560,7,76,2174.18,5,4,5,Loyal Customers,54
